Compound,Structure,Class,Aglycon,220_nm,221_nm,222_nm,223_nm,224_nm,225_nm,226_nm,227_nm,228_nm,229_nm,230_nm,231_nm,232_nm,233_nm,234_nm,235_nm,236_nm,237_nm,238_nm,239_nm,240_nm,241_nm,242_nm,243_nm,244_nm,245_nm,246_nm,247_nm,248_nm,249_nm,250_nm,251_nm,252_nm,253_nm,254_nm,255_nm,256_nm,257_nm,258_nm,259_nm,260_nm,261_nm,262_nm,263_nm,264_nm,265_nm,266_nm,267_nm,268_nm,269_nm,270_nm,271_nm,272_nm,273_nm,274_nm,275_nm,276_nm,277_nm,278_nm,279_nm,280_nm,281_nm,282_nm,283_nm,284_nm,285_nm,286_nm,287_nm,288_nm,289_nm,290_nm,291_nm,292_nm,293_nm,294_nm,295_nm,296_nm,297_nm,298_nm,299_nm,300_nm,301_nm,302_nm,303_nm,304_nm,305_nm,306_nm,307_nm,308_nm,309_nm,310_nm,311_nm,312_nm,313_nm,314_nm,315_nm,316_nm,317_nm,318_nm,319_nm,320_nm,321_nm,322_nm,323_nm,324_nm,325_nm,326_nm,327_nm,328_nm,329_nm,330_nm,331_nm,332_nm,333_nm,334_nm,335_nm,336_nm,337_nm,338_nm,339_nm,340_nm,341_nm,342_nm,343_nm,344_nm,345_nm,346_nm,347_nm,348_nm,349_nm,350_nm,351_nm,352_nm,353_nm,354_nm,355_nm,356_nm,357_nm,358_nm,359_nm,360_nm,361_nm,362_nm,363_nm,364_nm,365_nm,366_nm,367_nm,368_nm,369_nm,370_nm,371_nm,372_nm,373_nm,374_nm,375_nm,376_nm,377_nm,378_nm,379_nm,380_nm,381_nm,382_nm,383_nm,384_nm,385_nm,386_nm,387_nm,388_nm,389_nm,390_nm,391_nm,392_nm,393_nm,394_nm,395_nm,396_nm,397_nm,398_nm,399_nm,400_nm,401_nm,402_nm,403_nm,404_nm,405_nm,406_nm,407_nm,408_nm,409_nm,410_nm,411_nm,412_nm,413_nm,414_nm,415_nm,416_nm,417_nm,418_nm,419_nm,420_nm,421_nm,422_nm,423_nm,424_nm,425_nm,426_nm,427_nm,428_nm,429_nm,430_nm,431_nm,432_nm,433_nm,434_nm,435_nm,436_nm,437_nm,438_nm,439_nm,440_nm,441_nm,442_nm,443_nm,444_nm,445_nm,446_nm,447_nm,448_nm,449_nm,450_nm
FL59,O=C1C(C2=CC=CC=C2)COC3=C1C(OC)=CC(OC)=C3,isoflavanone,aglycon,36048,34071,32057,30292,29034,28189,27596,27062,26495,25816,24069,22527,19575,17817,16058,14192,12304,10873,9565.1,8450.1,7391.6,6387,5571.1,4865.5,4324.6,4031,3831.9,3750,3722,3766.5,3841.3,3956,4124.1,4298,4512.5,4726.9,4941.4,5247.4,5553.5,5859.5,6205.3,6644.2,7083,7521.9,7960.7,8631.7,9307.4,9983.2,10659,11365,12255,13146,14037,14935,15867,16798,17640,18409,19178,19820,20375,20799,21085,21370,21522,21617,21606,21405,21180,20810,20336,19706,19073,18321,17569,16669,15675,14597,13498,12446,11395,10690,10028,9456.4,8923.4,8420.1,8022.2,7624.4,7325.4,7062.9,6800.5,6582.9,6399.2,6219.8,6064.5,5909.2,5753.9,5607.9,5472.8,5337.8,5203.9,5070.7,4936.4,4770.7,4605,4434.7,4246.2,4057.8,3884,3714,3545.2,3385.7,3226.3,3068.4,2917.4,2766.5,2615.5,2488.1,2360.7,2231.2,2100.3,1959.5,1804.3,1636.6,1485,1323,1221.9,1118.1,1013.6,922.85,831.73,740.67,651.72,561.82,481.39,424.61,359.24,317.8,269.61,227.04,181.83,146.27,145.49,134.72,127.17,129.04,100.23,90.542,95.866,88.395,88.395,72.407,74.891,65.004,46.091,61.573,48.475,76.649,58.903,56.317,67.353,50.689,48.559,46.125,26.03,32.773,49.32,46.244,24.323,40.751,30.508,26.925,26.959,30.272,40.041,20.401,16.497,31.928,13.742,20.097,15.652,12.83,17.106,25.134,16.818,26.841,23.292,26.486,20.773,25.269,32.469,10.869,9.1789,14.401,4.4973,36.289,27.027,23.579,18.677,13.404,15.044,19.472,28.277,30.356,12.407,11.292,14.013,10.311,11.883,21.382,17.883,20.249,15.415,18.39,16.294,17.038,10.886,24.272,13.539,27.196,13.421,2.7057,9.5169,16.599,33.263,28.953,25.675,11.376,8.8409,8.3,20.317
FL60,O=C1C(C2=CC=C(OC)C=C2)C(C)OC3=C1C=CC(OC)=C3,isoflavanone,aglycon,36048,34071,32057,30292,29034,28189,27596,27062,26495,25816,21231,19953,18581,17198,15796,14336,12994,11557,9996.4,8335.6,6677.1,4905.1,3390.4,2615,2284,2163.9,2124.2,2124.4,2198.4,2372.4,2716.7,3095.4,3669.3,4257.6,4867.2,5476.6,6085.3,6694,7324,7994.7,8799.8,9588.1,10373,11137,11892,12665,13460,14206,14960,15608,15969,16183,16254,16300,16253,16175,15978,15620,15219,14697,14110,13390,12641,11896,11195,10506,9686.2,8895.6,8189.2,7519.9,6887,6457.8,6127.9,5933.5,5837.5,5781.3,5762,5803.6,5845.2,5931.7,6043.4,6170.8,6310,6449.1,6594.7,6746.1,6895,7040,7181.2,7285.6,7388.6,7429.2,7464.7,7495.4,7438.7,7368.2,7264.3,7106.1,6903.7,6629.2,6349.5,6065.4,5781.4,5448,5095.5,4770.6,4460,4134.9,3796.5,3458,3139.8,2833.9,2528,2226.3,1925.8,1621.8,1308.2,1052.8,851.14,666.44,541.91,417.37,347.3,286.09,239.39,197.7,164.34,139.78,121.86,107.14,101.2,80.674,76.55,65.941,65.396,60.273,51.558,47.835,47.809,45.086,38.588,34.438,36.773,31.222,30.91,26.267,26.721,29.717,29.289,30.34,26.786,24.27,21.326,23.336,19.121,25.424,25.71,36.163,28.472,26.358,21.987,16.06,22.623,25.191,20.301,13.622,12.935,17.098,10.328,13.311,10.886,13.35,21.391,12.572,4.9586,10.834,11.819,17.422,9.7962,8.188,9.7184,9.6405,9.2385,7.9805,14.984,11.755,6.8521,12.338,8.7975,9.4201,10.133,7.9675,13.804,16.553,3.9988,9.2904,8.9532,8.4992,16.852,14.582,17.007,13.129,10.004,14.387,10.665,16.54,14.232,10.406,18.693,12.844,10.367,17.241,12.105,14.543,17.474,19.407,22.312,14.984,18.239,21.352,27.123,22.247,17.72,18.589,24.659,20.379,20.639,24.789,23.868,20.626,20.47
FL61,O=C1C=C(C2=CC=CC=C2)OC3=C1C=CC=C3,flavone,aglycon,15253,14483,13764,13013,12198,11303,10432,9657.1,9053.4,8652.5,8434.8,8408,8562.3,8869.2,9298.1,9810.4,10406,11057,11737,12459,13207,13964,14728,15481,16204,16859,17438,17911,18264,18530,18690,18739,18715,18631,18514,18347,18094,17644,16818,15479,13739,11959,10449,9347,8659.6,8329.6,8245.5,8331.6,8556,8887.1,9280.2,9736.6,10263,10850,11480,12141,12841,13566,14318,15082,15833,16585,17310,18002,18666,19291,19890,20396,20859,21308,21673,21977,22218,22370,22448,22500,22398,22215,21967,21645,21308,20957,20563,20196,19849,19493,19188,18910,18597,18276,17932,17520,17045,16473,15807,15101,14339,13545,12756,11981,11211,10481,9799.1,9108.3,8465.5,7817.7,7176.1,6515.7,5817.3,5112.7,4389.3,3715.9,3085.7,2523,2029.8,1607.4,1250.7,977.31,754.6,588.75,460.43,362.05,290.97,239.39,197.7,164.34,139.78,121.86,107.14,101.2,80.674,76.55,65.941,65.396,60.273,51.558,47.835,47.809,45.086,38.588,34.438,36.773,31.222,30.91,26.267,26.721,29.717,29.289,30.34,26.786,24.27,21.326,23.336,19.121,25.424,25.71,36.163,28.472,26.358,21.987,16.06,22.623,25.191,20.301,13.622,12.935,17.098,10.328,13.311,10.886,13.35,21.391,12.572,4.9586,10.834,11.819,17.422,9.7962,8.188,9.7184,9.6405,9.2385,7.9805,14.984,11.755,6.8521,12.338,8.7975,9.4201,10.133,7.9675,13.804,16.553,3.9988,9.2904,8.9532,8.4992,16.852,14.582,17.007,13.129,10.004,14.387,10.665,16.54,14.232,10.406,18.693,12.844,10.367,17.241,12.105,14.543,17.474,19.407,22.312,14.984,18.239,21.352,27.123,22.247,17.72,18.589,24.659,20.379,20.639,24.789,23.868,20.626,20.47,27.045
FL62,O=C1C=C(C2=CC=CC=C2)OC3=C1C(O)=CC=C3,flavone,aglycon,13242,12638,12048,11458,10867,10277,9662.9,9048.1,8462.5,7879.1,7330.1,6793.8,6229.8,5624.1,5200.5,4888.5,4701.9,4569,4612.4,4755,5022.2,5337.9,5744.4,6197.7,6713.9,7301,7888,8588.1,9329.9,10131,11021,11910,12814,13741,14668,15552,16391,17230,18050,18831,19612,20393,21076,21679,22282,22885,23393,23815,24188,24353,24458,24334,24181,23710,23209,22635,22039,21371,20703,19895,19073,18251,17389,16521,15656,14987,14318,13650,13096,12626,12203,11922,11650,11526,11402,11282,11185,11089,10981,10814,10648,10387,10084,9720.3,9340.3,8958.7,8546.3,8133.9,7721.5,7371.1,7043.7,6716.3,6426.8,6189.8,5952.8,5715.7,5565.4,5416,5333.8,5280.3,5248.6,5267.7,5286.9,5320.3,5382.7,5445.1,5507.5,5575.4,5643.9,5712.4,5772.2,5816.8,5861.3,5902.3,5924.9,5947.4,5970,5942.6,5915.2,5871.5,5803.4,5735.2,5652.1,5552,5451.9,5350.1,5216.2,5082.3,4948.4,4814.5,4671,4516.6,4362.3,4207.9,4053.6,3899.2,3745.5,3592.1,3438.7,3285.3,3131.9,2978.5,2838.3,2703.7,2569.2,2434.6,2300.1,2165.5,2048.8,1934.7,1820.6,1706.5,1592.4,1492.8,1402.1,1311.3,1220.6,1129.9,1055.9,993.57,931.25,868.93,806.61,744.29,697.47,659.39,621.3,583.21,545.13,507.04,468.95,440.82,413.8,386.77,359.75,332.72,305.7,279.34,269.11,258.88,248.65,238.42,228.19,217.96,207.94,200.81,193.68,186.55,179.42,172.29,165.16,158.03,150.77,141.82,132.87,123.92,114.98,106.03,97.08,88.132,79.184,70.236,66.932,64.952,62.971,60.991,59.01,57.03,55.05,53.069,50.966,48.473,45.979,43.486,40.993,38.499,36.006,33.513,31.019,29.614,28.744,27.875,27.005,26.136,25.266,24.397,23.527,23.04,23.04,23.04,23.04
FL63,O=C1C=C(C2=CC=CC=C2)OC3=C1C(OC)=CC=C3,flavone,aglycon,13287,12609,12029,11468,10863,10155,9390,8634.5,7925,7295.3,6761.6,6333.7,6051.2,5882.8,5845.9,5922.7,6105,6396.5,6777.7,7247.7,7798.3,8410.8,9091,9818,10591,11378,12201,13048,13906,14786,15667,16556,17433,18285,19089,19828,20504,21112,21664,22156,22570,22933,23201,23400,23500,23495,23412,23134,22690,22106,21388,20562,19668,18706,17757,16838,15976,15177,14467,13844,13307,12870,12522,12259,12066,11930,11841,11798,11786,11797,11832,11865,11885,11860,11771,11587,11303,10942,10500,10041,9599.8,9197.7,8845.1,8549.7,8317.1,8140.3,8030.2,7973.1,7980.6,8036.4,8110.3,8234.5,8389.9,8542.7,8716.2,8892.5,9067.1,9247,9385,9511.8,9634.9,9709.5,9768.3,9809,9824.2,9788.6,9728.6,9625,9506.1,9345,9149.7,8925.3,8668.3,8379.9,8070.3,7748.7,7406.1,7055.2,6684.2,6317.5,5953.1,5589.2,5224,4870.3,4512.3,4178.8,3846.6,3526.2,3221.4,2944.6,2667.5,2406.3,2164.5,1938.8,1728.5,1537.1,1368.4,1220.2,1076.1,952.96,825.68,719.54,624.16,536.07,458.8,393.15,332.5,276.92,236.04,206.99,170.05,147.65,122.93,110.67,94.561,69.602,70.034,54.221,52.593,42.668,19.519,26.925,29.764,21.426,24.377,26.02,23.57,20.688,21.746,8.3416,6.9497,2.9379,12.782,15.984,14.995,4.5276,9.0098,6.5043,14.898,14.814,8.3416,5.9474,2.8295,5.1958,9.6919,12.044,12.156,8.1885,9.9703,7.1585,8.0494,10.082,20.382,5.4046,10.917,17,9.2047,10.096,10.945,13.144,12.504,15.204,9.3439,5.85,9.9146,13.882,6.1692,10.416,12.003,6.8244,7.8405,6.9497,9.4274,11.014,10.833,16.888,18.656,19.199,14.564,6.6574,10.026,18.127,19.756,16.387,22.234,21.816,19.065,21.621,23.069,27.132,19.132
FL64,O=C1C=C(C2=CC=CC=C2)OC3=C1C=C(O)C=C3,flavone,aglycon,14044,13976,13893,13760,13588,13391,13189,12982,12771,12530,12247,11919,11552,11148,10718,10239,9732.9,9205.1,8693.7,8256,7916.8,7718.3,7678.5,7796,8065.4,8456,8958.8,9548.9,10202,10902,11655,12443,13252,14107,14979,15868,16768,17651,18554,19450,20325,21166,21941,22653,23274,23811,24239,24558,24786,24940,25000,24994,24901,24701,24369,23856,23142,22209,21093,19850,18552,17301,16175,15236,14517,14020,13727,13608,13625,13751,13960,14210,14487,14769,15036,15292,15520,15726,15912,16074,16208,16318,16392,16428,16430,16390,16303,16158,15952,15680,15340,14925,14445,13906,13337,12755,12179,11622,11087,10607,10168,9758.4,9404.4,9075.9,8780.3,8513.5,8264.9,8040.1,7826.5,7628,7435.6,7253,7070.6,6902.3,6742.1,6596.3,6463.1,6334.4,6212.2,6099.2,5992.5,5895.8,5791.9,5688.1,5580.7,5470.3,5345.4,5214.5,5080.6,4940.4,4783.9,4622.1,4449,4267.8,4087.2,3892.5,3700.4,3512.1,3324.1,3140.7,2955.4,2763.3,2566.8,2379.5,2195.2,2012.7,1843.9,1684.2,1532.5,1389,1250.1,1127.3,1017,906.73,809.73,725.9,645.8,570.94,506.03,443.74,389.65,346.42,306.06,265.47,234.6,206.92,181.79,154.95,133.06,125.82,103.37,90.96,79.963,71.002,64.659,57.595,50.726,46.349,41.695,40.56,41.585,35.505,36.945,29.854,30.809,29.48,31.28,29.826,24.577,28.94,24.286,29.826,26.1,25.145,23.081,26.142,24.217,28.109,24.452,22.499,24.175,21.184,18.538,21.544,22.319,19.009,18.898,12.638,9.896,11.697,11.35,15.187,10.976,3.0126,7.1122,9.0235,5.1732,6.2258,3.9821,8.2202,7.597,5.6026,8.2479,7.6801,13.345,9.4251,9.6467,7.8047,7.5,7.8601,8.2756
FL65,O=C1C=C(C2=CC=CC=C2)OC3=C1C=C(OC)C=C3,flavone,aglycon,15387,15400,15404,15327,15172,14935,14664,14380,14083,13724,13291,12767,12191,11558,10907,10257,9608.1,9016.7,8526.1,8175.2,8000.5,8010.8,8183.6,8492.9,8915.9,9423,10009,10662,11370,12117,12883,13690,14527,15380,16240,17103,17993,18891,19785,20677,21490,22251,22941,23540,24010,24378,24634,24811,24877,24885,24900,24803,24559,24118,23418,22460,21220,19796,18298,16878,15660,14723,14054,13657,13489,13519,13694,13977,14312,14696,15106,15526,15937,16350,16702,17011,17281,17495,17696,17853,17986,18077,18142,18122,18074,17986,17863,17658,17402,17050,16626,16160,15650,15092,14523,13947,13399,12866,12362,11895,11475,11104,10772,10443,10150,9851.3,9582.3,9312.5,9052.1,8778.6,8500.5,8223.3,7938.2,7662.5,7393,7142.5,6893.8,6662.6,6419.3,6200,5984.6,5781.5,5563.8,5349.8,5131.6,4918.2,4683.4,4451.9,4208,3963.6,3725.9,3490.2,3248.5,3009.1,2772,2538.2,2338.2,2143.6,1954.9,1763.8,1582,1409,1253.9,1111.2,982.61,871.36,763.09,660.07,575.1,504.44,453.9,390.21,339.55,291.86,259.48,220.73,185.13,163.49,137.16,133.29,117.57,101.15,85.475,74.253,72.376,69.141,71.235,63.71,50.105,47.78,50.264,47.578,44.921,49.614,30.767,37.642,34.08,33.699,35.114,34.788,26.824,26.608,26.853,27.2,28.225,32.702,30.998,32.688,39.404,33.655,29.366,28.268,29.279,28.268,28.297,29.308,27.46,21.654,29.164,33.396,34.161,34.955,30.796,24.918,30.059,29.034,44.256,42.985,37.425,35.389,33.757,25.221,32.052,37.512,39.606,35.071,39.765,35.894,34.262,30.854,41.252,38.739,45.022,41.96,40.92,33.02,31.431,35.611,47.867,47.824,44.718
FL66,O=C1C=C(C2=CC=CC=C2)OC3=C1C=CC(O)=C3,flavone,aglycon,17735,16948,16261,15592,14940,14325,13822,13457,13248,13180,13249,13419,13694,14027,14412,14779,15136,15424,15664,15864,16055,16229,16407,16579,16746,16882,16966,16987,16974,16982,17016,17038,17021,16909,16706,16411,15981,15351,14456,13351,12214,11276,10650,10291,10138,10110,10141,10201,10256,10291,10324,10342,10361,10375,10395,10441,10515,10602,10704,10822,10981,11171,11392,11656,11970,12326,12717,13140,13580,14042,14513,15005,15481,15944,16382,16789,17173,17565,17954,18317,18647,18980,19281,19573,19832,20077,20218,20326,20400,20363,20285,20150,19933,19661,19319,18940,18535,18107,17638,17151,16636,16099,15499,14882,14257,13607,12937,12252,11552,10851,10135,9460.6,8779.4,8130.7,7484.3,6867.3,6275.4,5718.1,5162.8,4656.6,4166.2,3715.9,3291,2900.5,2536.3,2206.9,1909.9,1643.3,1411.3,1200.7,1020.6,864.72,730.65,618.09,510.88,423.46,354.44,296.04,248.52,206.62,168.91,139.93,115.45,91.924,76.654,67.366,53.533,51.101,51.924,43.902,17.894,14.442,20.474,15.032,4.3564,18.632,21.199,19.872,24.258,44.147,42.55,25.339,32.98,36.322,27.87,20.315,10.253,28.693,61.924,55.929,20.057,8.2507,36.703,69.074,41.752,31.003,13.558,13.791,56.826,73.251,36.531,19.16,15.315,12.305,15.155,60.376,56.211,20.192,11.433,6.9485,12.268,9.86,34.614,67.28,48.275,17.649,17.44,16.985,17.833,10.794,25.904,73.546,96.383,102.03,56.715,47.133,29.564,51.764,38.804,59.479,101.78,119.75,61.064,46.334,45.327,47.7,50.143,58.165,62.403,66.003,61.457,67.808,39.774,60.327,55.376,54.983,69.897,60.253,63.767,47.563,42.133
FL67,O=C1C=C(C2=CC=CC=C2)OC3=C1C=CC(OC)=C3,flavone,aglycon,18442,17626,16882,16140,15458,14855,14384,14072,13930,13920,14046,14288,14595,14980,15404,15826,16211,16538,16785,16967,17096,17211,17341,17488,17639,17754,17815,17826,17849,17912,17989,18036,17998,17857,17594,17204,16581,15626,14340,12950,11747,10852,10300,9996.1,9835.7,9770.4,9763.3,9776.8,9809.4,9852.6,9909.9,9975,10062,10162,10286,10443,10631,10853,11100,11403,11735,12112,12521,12970,13479,14011,14567,15147,15734,16334,16912,17512,18079,18600,19105,19590,20026,20425,20800,21143,21483,21791,22070,22312,22462,22636,22700,22697,22625,22500,22229,21881,21487,21005,20464,19894,19289,18637,17969,17273,16543,15785,14998,14192,13383,12544,11702,10871,10038,9233.4,8448.1,7692.4,6969.1,6285.4,5624,5014.8,4431.2,3903.4,3406.8,2950.9,2535.2,2172.4,1845.3,1559.5,1306,1092.8,907.85,755.39,621.99,516.44,422.71,348.48,291.49,247.83,203.58,165.24,140.35,122.05,113.15,90.996,78.819,73.677,69.717,61.823,55.392,51.298,46.102,36.53,38.154,38.571,35.322,34.167,26.864,30.596,25.508,36.409,32.18,31.012,22.809,24.984,26.542,30.744,20.769,14.097,23.333,21.803,29.804,24.353,15.802,19.561,16.446,19.171,22.997,19.641,18.379,22.554,11.344,7.0886,8.995,14.029,18.621,13.103,14.526,14.271,20.192,16.58,9.5991,7.4242,16.191,8.9815,7.4108,9.1963,5.1016,10.418,8.0418,10.082,17.587,7.545,9.7199,12.002,7.9075,13.788,10.727,8.0284,10.002,8.4579,11.116,6.3636,11.989,18.379,9.6796,2.8731,12.633,16.553,10.754,10.176,18.231,18.661,15.023,7.4913,12.539,8.2163,18.594,15.546,16.889,10.109,9.5991,6.3905,12.392,11.103,11.331
FL68,O=C1C=C(C2=CC=CC=C2)OC3=C1C=CC=C3O,flavone,aglycon,18548,18791,18864,18847,18680,18270,17861,17357,16845,16298,15742,15219,14718,14220,13733,13221,12560,11883,11083,10434,9898.7,9511.1,9410.3,10297,11183,12069,13074,14097,15183,16313,17443,18618,19809,20975,22134,23237,24251,25239,26206,27014,27807,28572,29049,29464,29768,29895,29900,29817,29430,29024,28378,27662,26939,26018,25097,24238,23407,22619,21945,21271,20696,20224,19751,19303,18968,18634,18296,17932,17568,17204,16905,16614,16339,16148,15957,15766,15606,15451,15296,15133,14930,14728,14466,14156,13847,13479,13086,12694,12323,11959,11595,11252,10916,10581,10290,10045,9799.2,9553.8,9308.4,9112.5,8922.8,8733.1,8543.3,8353.6,8160.7,7966,7771.2,7576.5,7354,7127.4,6900.8,6674.2,6407.1,6139.2,5871.3,5592.9,5301.3,5009.6,4732.4,4480.8,4229.3,3977.7,3745.7,3527.2,3308.8,3090.3,2872.5,2684.1,2495.7,2307.2,2118.8,1949.5,1817.2,1684.9,1552.6,1420.3,1301,1210.9,1120.8,1030.7,940.56,865.89,806.08,746.26,686.45,627.31,578.73,530.16,481.58,433.01,395.17,357.89,320.62,283.34,246.69,224.84,203,181.16,159.32,141.37,127.82,114.26,100.71,87.153,76.577,68.341,60.105,51.868,43.632,35.396,29.76,26.724,23.688,20.652,17.616,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641,14.641
FL69,O=C1C=C(C2=CC=CC=C2O)OC3=C1C=CC=C3,flavone,aglycon,18442,17626,16882,16140,15458,14855,14384,14072,13930,13920,14046,14288,14595,14980,15404,15826,16211,16538,16785,16967,16296,16600,16894,17171,17400,17612,17720,17801,17832,17754,17569,17233,16608,15839,14978,13896,12768,11611,10409,9192.5,8118.6,7287.5,6941.2,6739.8,6652.7,6683.5,6743.8,6912.3,7146.9,7491.4,7842.9,8231.6,8623.1,9053.3,9511.6,9969.8,10441,10920,11399,11933,12534,13135,13702,14246,14649,14953,15158,15223,15267,15296,15324,15348,15372,15404,15437,15474,15511,15560,15640,15721,15772,15817,15857,15881,15900,15885,15871,15800,15719,15629,15526,15423,15310,15160,15010,14858,14702,14547,14429,14346,14263,14203,14192,14181,14180,14187,14186,14152,14119,14077,14011,13946,13858,13747,13635,13465,13294,13059,12799,12502,12201,11863,11524,11136,10723,10300,9854,9408.1,8925.9,8423.1,7920.4,7338,6752.2,6177,5611.8,5085.2,4633.6,4182,3768.9,3363.8,2983.7,2617.7,2339.6,2097.3,1865.5,1675.6,1485.6,1308.2,1166.8,1025.3,891.71,782.9,674.09,570.95,487.92,404.88,340.67,299.47,258.27,219.31,186.73,154.15,121.57,109.37,104.7,100.03,94.925,88.178,81.431,74.684,67.937,62.179,58.34,54.501,50.662,47.053,47.053,47.053,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052,47.052
FL70,O=C1C=C(C2=CC=CC(O)=C2)OC3=C1C=CC=C3,flavone,aglycon,19362,19320,19158,18993,18849,18618,18208,17588,16875,16304,14150,14483,14816,15210,15652,16124,16558,16955,17208,17424,17602,17668,17728,17661,17560,17336,17071,16688,16327,16004,15681,15371,15084,14796,14514,14233,13950,13667,13169,12607,11968,10972,9771.3,8637.2,7810.4,7263.2,6998.7,6903.6,7011.6,7171.1,7393.4,7715.9,8128.1,8575.2,9051,9532.7,10014,10668,11324,11962,12560,13158,13754,14339,14924,15476,15961,16446,16931,17353,17722,18031,18307,18466,18624,18713,18761,18800,18769,18739,18708,18659,18610,18544,18430,18317,18187,18036,17826,17530,17204,16848,16492,16056,15612,15167,14725,14287,13848,13406,12946,12485,12025,11564,11137,10717,10298,9879.3,9460.2,9045.4,8631.5,8217.6,7803.7,7406.7,7018.8,6631,6243.1,5854,5464.7,5075.5,4686.3,4361.4,4047.8,3734.2,3435.5,3171.6,2907.6,2645.4,2392.7,2140.1,1904,1723.1,1542.1,1361.2,1209.2,1092.4,975.66,858.91,752.23,685.83,619.44,553.05,486.66,424.29,384.76,345.22,305.69,266.16,241.44,221.92,202.4,182.89,163.37,155.12,147.71,140.3,132.89,125.48,119.92,116.22,112.52,108.82,105.12,101.42,98.281,95.411,92.542,89.672,86.803,83.933,81.064,78.259,76.036,73.812,71.589,69.366,66.436,63.507,60.577,57.647,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718,54.718
FL71,O=C1C=C(C2=CC=C(O)C=C2)OC3=C1C=CC=C3,flavone,aglycon,19362,19320,19158,18993,18849,18618,18208,17588,16875,16304,15843,15457,15088,14691,14235,13703,13122,12534,11983,11500,11075,10752,10513,10353,10260,10231,10243,10285,10353,10437,10508,10568,10620,10657,10678,10669,10592,10460,10248,9967.6,9594.4,9098.3,8475.6,7722.1,6900.3,6083.7,5359.8,4787.2,4352,4050.5,3868.4,3789,3788.2,3856.1,3982.7,4166.5,4395.5,4656.2,4961.8,5281.3,5640,6038.9,6464.6,6918.7,7390.9,7879,8383.7,8919.8,9482.2,10063,10661,11296,11926,12564,13206,13866,14497,15138,15796,16428,17050,17680,18286,18869,19438,19999,20569,21058,21531,21969,22383,22771,23063,23315,23548,23749,23951,24149,24301,24452,24615,24746,24842,24983,25032,25100,25052,25015,24932,24765,24602,24355,24076,23722,23345,22919,22510,22035,21525,20990,20407,19812,19186,18512,17743,16956,16101,15180,14257,13313,12344,11386,10465,9555.3,8669.9,7837.9,7068.7,6382.3,5740.1,5145.2,4547.8,4006.1,3516.6,3070,2668.2,2318.7,1994.9,1716.2,1476.1,1279.8,1100.1,939.78,801.16,684.95,596.56,494.01,434.63,363.93,303.84,261.33,231.89,199.07,182.45,160.64,139.82,125.52,118.24,107.43,100.05,83.091,82.408,67.66,67.479,58.424,65.715,58.18,60.704,49.228,40.894,36.141,51.456,46.574,41.963,38.356,37.146,34.569,38.073,51.688,46.226,35.922,41.409,41.229,32.818,21.328,36.836,41.744,29.894,31.62,32.573,33.913,26.171,26.313,26.674,26.506,42.877,32.856,35.329,27.691,24.11,34.196,22.874,35.394,47.669,34.415,28.683,35.922,16.382,32.985,33.346,34.724,47.334,27.485,21.689,33.011,29.971,26.88,32.277,30.551,34.776,22.964,32.418
